id,vote_yes,bid,wet_percent,conseq_none,yea_say,province,income_group,age_group,education_group,gender,age_gender
10349,0,430,10%,0,0,Alberta,"$100,000-$124,999",55 and over,Bachelors degree,Man,55 and over_Man
10371,0,125,10%,1,0,Manitoba,"$150,000 and over",55 and over,Some University/College,Man,55 and over_Man
10413,0,15,20%,1,0,Alberta,"$75,000-$99,999",35 to 54 years,Advanced degree,Man,35 to 54 years_Man
10418,0,15,10%,1,0,Alberta,Missing,35 to 54 years,Advanced degree,Woman,35 to 54 years_Woman
10431,1,50,20%,0,1,Manitoba,"$150,000 and over",18 to 34 years,Advanced degree,Woman,18 to 34 years_Woman
10452,1,865,20%,0,1,Alberta,"$75,000-$99,999",55 and over,Advanced degree,Woman,55 and over_Woman
10461,1,15,10%,0,0,Alberta,"$150,000 and over",35 to 54 years,Bachelors degree,Man,35 to 54 years_Man
10506,0,865,10%,1,0,Alberta,"$75,000-$99,999",18 to 34 years,Vocational/Trade/Technical School,Man,18 to 34 years_Man
10523,0,50,20%,0,0,Alberta,Missing,55 and over,Some University/College,Woman,55 and over_Woman
10636,0,865,20%,0,0,Alberta,"$50,000-$74,999",55 and over,Some University/College,Man,55 and over_Man
10637,0,430,20%,1,0,Alberta,"$100,000-$124,999",55 and over,Bachelors degree,Man,55 and over_Man
10682,0,865,20%,0,0,Alberta,"$50,000-$74,999",35 to 54 years,Some University/College,Woman,35 to 54 years_Woman
10690,1,15,10%,0,0,Alberta,"$0-$25,000",35 to 54 years,Advanced degree,Woman,35 to 54 years_Woman
10724,0,15,20%,1,0,Alberta,"$150,000 and over",55 and over,Some University/College,Man,55 and over_Man
10737,1,15,20%,0,0,Alberta,Missing,55 and over,Bachelors degree,Woman,55 and over_Woman
10849,1,125,20%,0,1,Manitoba,"$0-$25,000",55 and over,Advanced degree,Man,55 and over_Man
10875,0,125,10%,1,0,Alberta,"$125,000-$149,999",35 to 54 years,Some University/College,Woman,35 to 54 years_Woman
10909,0,430,10%,1,0,Alberta,"$100,000-$124,999",35 to 54 years,Some University/College,Man,35 to 54 years_Man
10918,0,865,10%,1,0,Alberta,"$100,000-$124,999",35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
10931,0,50,10%,1,0,Alberta,"$50,000-$74,999",35 to 54 years,Some University/College,Woman,35 to 54 years_Woman
10946,0,15,10%,0,0,Alberta,"$50,000-$74,999",55 and over,Bachelors degree,Man,55 and over_Man
10967,0,15,10%,1,0,Manitoba,"$75,000-$99,999",55 and over,Bachelors degree,Man,55 and over_Man
10976,0,125,10%,1,0,Alberta,"$125,000-$149,999",35 to 54 years,Advanced degree,Man,35 to 54 years_Man
11025,0,15,10%,1,0,Alberta,"$25,000-$49,999",55 and over,Advanced degree,Man,55 and over_Man
11030,0,15,20%,1,0,Alberta,"$50,000-$74,999",35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
11035,0,865,10%,1,0,Manitoba,Missing,35 to 54 years,High school or less,Man,35 to 54 years_Man
11040,0,50,20%,1,0,Manitoba,"$50,000-$74,999",35 to 54 years,Some University/College,Woman,35 to 54 years_Woman
11054,1,125,20%,0,1,Manitoba,"$150,000 and over",55 and over,Advanced degree,Man,55 and over_Man
11080,1,125,20%,0,0,Alberta,"$50,000-$74,999",55 and over,High school or less,Man,55 and over_Man
11087,0,250,10%,1,0,Alberta,"$75,000-$99,999",18 to 34 years,Vocational/Trade/Technical School,Man,18 to 34 years_Man
11092,0,865,10%,0,0,Manitoba,"$100,000-$124,999",55 and over,Bachelors degree,Woman,55 and over_Woman
11144,1,15,20%,0,0,Alberta,"$100,000-$124,999",55 and over,High school or less,Man,55 and over_Man
11238,0,125,20%,1,0,Alberta,"$100,000-$124,999",55 and over,Some University/College,Woman,55 and over_Woman
11240,0,865,10%,0,0,Manitoba,"$150,000 and over",55 and over,Some University/College,Man,55 and over_Man
11245,1,250,20%,0,0,Manitoba,"$100,000-$124,999",35 to 54 years,High school or less,Man,35 to 54 years_Man
11260,1,125,10%,0,0,Alberta,"$50,000-$74,999",55 and over,High school or less,Man,55 and over_Man
11268,1,125,20%,0,0,Alberta,"$75,000-$99,999",55 and over,Advanced degree,Man,55 and over_Man
11273,0,50,10%,1,0,Manitoba,"$25,000-$49,999",55 and over,Bachelors degree,Man,55 and over_Man
11291,1,15,10%,0,0,Alberta,"$150,000 and over",35 to 54 years,Bachelors degree,Man,35 to 54 years_Man
11326,1,50,20%,0,1,Alberta,"$75,000-$99,999",35 to 54 years,Some University/College,Woman,35 to 54 years_Woman
11389,0,50,20%,0,0,Manitoba,Missing,55 and over,High school or less,Man,55 and over_Man
11405,0,865,10%,0,0,Manitoba,"$0-$25,000",55 and over,High school or less,Man,55 and over_Man
11425,0,125,10%,1,0,Manitoba,"$50,000-$74,999",35 to 54 years,High school or less,Man,35 to 54 years_Man
11443,0,15,10%,0,0,Alberta,"$25,000-$49,999",18 to 34 years,Bachelors degree,Man,18 to 34 years_Man
11447,1,865,10%,0,0,Alberta,"$100,000-$124,999",18 to 34 years,Some University/College,Woman,18 to 34 years_Woman
11480,1,15,20%,0,0,Manitoba,"$50,000-$74,999",55 and over,Some University/College,Woman,55 and over_Woman
11487,0,430,10%,0,0,Manitoba,"$150,000 and over",35 to 54 years,Bachelors degree,Man,35 to 54 years_Man
11494,1,430,10%,0,0,Manitoba,Missing,55 and over,High school or less,Woman,55 and over_Woman
11498,1,430,20%,0,0,Alberta,"$150,000 and over",35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
11530,0,865,20%,0,0,Alberta,"$75,000-$99,999",35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
11548,1,15,20%,0,0,Alberta,"$50,000-$74,999",55 and over,Advanced degree,Woman,55 and over_Woman
11558,0,125,10%,0,0,Manitoba,"$150,000 and over",55 and over,Advanced degree,Man,55 and over_Man
11559,1,50,20%,0,0,Alberta,"$150,000 and over",35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
11583,1,430,20%,0,0,Manitoba,"$150,000 and over",55 and over,Bachelors degree,Woman,55 and over_Woman
11589,1,15,10%,0,1,Alberta,"$25,000-$49,999",55 and over,High school or less,Woman,55 and over_Woman
11645,0,250,10%,0,0,Alberta,"$0-$25,000",18 to 34 years,Some University/College,Man,18 to 34 years_Man
11713,0,250,10%,1,0,Alberta,Missing,55 and over,Some University/College,Woman,55 and over_Woman
11717,0,125,20%,0,0,Alberta,"$25,000-$49,999",35 to 54 years,Vocational/Trade/Technical School,Man,35 to 54 years_Man
11740,0,865,20%,1,0,Alberta,"$150,000 and over",55 and over,Bachelors degree,Woman,55 and over_Woman
11792,1,250,20%,0,0,Alberta,"$150,000 and over",35 to 54 years,Bachelors degree,Man,35 to 54 years_Man
11795,1,15,10%,0,0,Alberta,"$50,000-$74,999",18 to 34 years,Bachelors degree,Man,18 to 34 years_Man
11819,0,50,10%,1,0,Manitoba,Missing,55 and over,Bachelors degree,Man,55 and over_Man
11820,0,125,10%,0,0,Alberta,"$150,000 and over",55 and over,Advanced degree,Woman,55 and over_Woman
11833,0,865,10%,0,0,Alberta,"$25,000-$49,999",55 and over,High school or less,Woman,55 and over_Woman
11842,0,430,10%,0,0,Alberta,"$125,000-$149,999",55 and over,Some University/College,Man,55 and over_Man
11855,0,430,10%,1,0,Manitoba,Missing,55 and over,Some University/College,Woman,55 and over_Woman
11872,1,430,20%,1,1,Manitoba,"$75,000-$99,999",55 and over,Bachelors degree,Man,55 and over_Man
11880,1,865,10%,0,0,Manitoba,"$75,000-$99,999",35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
11883,1,50,20%,0,1,Manitoba,"$25,000-$49,999",35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
11885,1,865,10%,0,0,Alberta,"$75,000-$99,999",35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
11936,1,50,10%,1,0,Manitoba,"$75,000-$99,999",35 to 54 years,Advanced degree,Woman,35 to 54 years_Woman
11941,0,125,10%,0,0,Manitoba,"$50,000-$74,999",35 to 54 years,Vocational/Trade/Technical School,Man,35 to 54 years_Man
11961,1,15,20%,0,1,Alberta,"$25,000-$49,999",35 to 54 years,High school or less,Woman,35 to 54 years_Woman
11975,0,250,10%,0,0,Alberta,"$125,000-$149,999",35 to 54 years,Advanced degree,Man,35 to 54 years_Man
11979,0,50,20%,0,0,Alberta,"$75,000-$99,999",35 to 54 years,High school or less,Woman,35 to 54 years_Woman
12055,0,865,10%,0,0,Alberta,"$50,000-$74,999",18 to 34 years,Vocational/Trade/Technical School,Woman,18 to 34 years_Woman
12067,1,125,20%,0,0,Manitoba,"$50,000-$74,999",55 and over,Advanced degree,Woman,55 and over_Woman
12071,1,250,20%,1,0,Alberta,"$150,000 and over",35 to 54 years,Advanced degree,Man,35 to 54 years_Man
12117,1,430,20%,0,0,Alberta,"$50,000-$74,999",18 to 34 years,High school or less,Man,18 to 34 years_Man
12147,0,865,20%,0,0,Manitoba,"$75,000-$99,999",55 and over,Some University/College,Woman,55 and over_Woman
12156,0,50,20%,0,0,Alberta,"$0-$25,000",35 to 54 years,Advanced degree,Woman,35 to 54 years_Woman
12167,1,430,10%,0,0,Saskatchewan,Missing,35 to 54 years,Advanced degree,Man,35 to 54 years_Man
12174,0,15,20%,0,0,Alberta,"$125,000-$149,999",35 to 54 years,Some University/College,Man,35 to 54 years_Man
12235,0,125,20%,0,0,Alberta,"$150,000 and over",55 and over,Advanced degree,Woman,55 and over_Woman
12236,1,125,10%,0,1,Alberta,"$150,000 and over",18 to 34 years,Bachelors degree,Woman,18 to 34 years_Woman
12243,1,15,20%,1,1,Alberta,Missing,55 and over,Advanced degree,Woman,55 and over_Woman
12256,1,50,20%,0,0,Manitoba,"$150,000 and over",55 and over,Bachelors degree,Man,55 and over_Man
12262,0,125,10%,0,0,Alberta,"$100,000-$124,999",55 and over,Advanced degree,Man,55 and over_Man
12267,0,250,10%,1,0,Alberta,"$125,000-$149,999",35 to 54 years,Advanced degree,Woman,35 to 54 years_Woman
12272,1,15,10%,1,0,Alberta,"$50,000-$74,999",18 to 34 years,Advanced degree,Woman,18 to 34 years_Woman
12293,1,15,10%,0,0,Manitoba,"$75,000-$99,999",55 and over,Some University/College,Woman,55 and over_Woman
12346,0,865,10%,0,0,Alberta,Missing,55 and over,Bachelors degree,Woman,55 and over_Woman
12376,1,430,20%,1,0,Manitoba,"$100,000-$124,999",35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
12393,0,865,20%,1,0,Alberta,"$50,000-$74,999",55 and over,Some University/College,Man,55 and over_Man
12417,0,865,20%,0,0,Alberta,"$50,000-$74,999",55 and over,Vocational/Trade/Technical School,Woman,55 and over_Woman
12518,1,15,20%,0,0,Alberta,"$75,000-$99,999",18 to 34 years,Advanced degree,Man,18 to 34 years_Man
12525,1,430,20%,0,0,Manitoba,"$125,000-$149,999",35 to 54 years,Advanced degree,Man,35 to 54 years_Man
12548,1,15,10%,0,1,Manitoba,"$100,000-$124,999",35 to 54 years,Advanced degree,Man,35 to 54 years_Man
12553,1,430,20%,1,1,Alberta,"$125,000-$149,999",35 to 54 years,Some University/College,Man,35 to 54 years_Man
12557,0,125,10%,0,0,Alberta,"$25,000-$49,999",35 to 54 years,High school or less,Man,35 to 54 years_Man
12572,0,250,10%,0,0,Alberta,Missing,55 and over,High school or less,Woman,55 and over_Woman
12589,0,250,10%,0,0,Alberta,"$150,000 and over",35 to 54 years,Advanced degree,Woman,35 to 54 years_Woman
12630,0,125,20%,1,0,Alberta,"$50,000-$74,999",35 to 54 years,Some University/College,Man,35 to 54 years_Man
12635,0,430,20%,0,0,Alberta,Missing,35 to 54 years,Some University/College,Man,35 to 54 years_Man
12643,0,865,10%,0,0,Manitoba,Missing,55 and over,Advanced degree,Woman,55 and over_Woman
12694,0,50,20%,0,0,Alberta,"$100,000-$124,999",18 to 34 years,Bachelors degree,Man,18 to 34 years_Man
12712,1,125,20%,0,0,Manitoba,Missing,55 and over,High school or less,Woman,55 and over_Woman
12773,0,125,10%,0,0,Manitoba,"$50,000-$74,999",55 and over,Vocational/Trade/Technical School,Woman,55 and over_Woman
12776,1,50,10%,0,0,Alberta,Missing,55 and over,Some University/College,Woman,55 and over_Woman
12781,1,125,10%,1,0,Alberta,"$75,000-$99,999",35 to 54 years,Some University/College,Woman,35 to 54 years_Woman
12783,1,15,20%,0,1,Alberta,"$75,000-$99,999",55 and over,High school or less,Woman,55 and over_Woman
12800,0,430,10%,0,0,Manitoba,"$150,000 and over",35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
12833,1,250,10%,0,0,Manitoba,"$100,000-$124,999",55 and over,Vocational/Trade/Technical School,Man,55 and over_Man
12834,1,125,20%,0,0,Manitoba,"$50,000-$74,999",55 and over,Vocational/Trade/Technical School,Woman,55 and over_Woman
12853,0,865,20%,0,0,Alberta,"$25,000-$49,999",35 to 54 years,Vocational/Trade/Technical School,Woman,35 to 54 years_Woman
12862,1,15,10%,0,0,Alberta,"$50,000-$74,999",18 to 34 years,Bachelors degree,Woman,18 to 34 years_Woman
12863,0,125,20%,0,0,Alberta,"$150,000 and over",35 to 54 years,Bachelors degree,Man,35 to 54 years_Man
12872,0,430,10%,0,0,Alberta,"$75,000-$99,999",35 to 54 years,Some University/College,Woman,35 to 54 years_Woman
12874,1,865,10%,0,0,Manitoba,"$25,000-$49,999",55 and over,Some University/College,Woman,55 and over_Woman
12887,0,430,20%,1,0,Alberta,"$150,000 and over",35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
12947,1,125,20%,0,0,Manitoba,Missing,35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
12992,0,50,10%,0,0,Alberta,"$150,000 and over",55 and over,Advanced degree,Woman,55 and over_Woman
13012,0,250,20%,1,0,Alberta,"$50,000-$74,999",18 to 34 years,Bachelors degree,Man,18 to 34 years_Man
13022,0,125,20%,0,0,Alberta,Missing,35 to 54 years,Advanced degree,Man,35 to 54 years_Man
13088,1,50,10%,0,1,Manitoba,"$125,000-$149,999",35 to 54 years,Some University/College,Man,35 to 54 years_Man
13104,1,865,20%,0,0,Manitoba,"$125,000-$149,999",55 and over,Some University/College,Man,55 and over_Man
13120,0,430,20%,1,0,Alberta,"$125,000-$149,999",35 to 54 years,Bachelors degree,Man,35 to 54 years_Man
13179,1,15,10%,0,0,Manitoba,"$75,000-$99,999",55 and over,Bachelors degree,Man,55 and over_Man
13186,1,15,20%,0,1,Alberta,"$75,000-$99,999",55 and over,Vocational/Trade/Technical School,Man,55 and over_Man
13206,1,430,10%,0,0,Alberta,"$125,000-$149,999",35 to 54 years,Some University/College,Man,35 to 54 years_Man
13210,0,865,10%,0,0,Alberta,"$150,000 and over",35 to 54 years,Advanced degree,Man,35 to 54 years_Man
13233,1,50,20%,1,0,Alberta,"$50,000-$74,999",35 to 54 years,Some University/College,Man,35 to 54 years_Man
13247,0,865,10%,0,0,Manitoba,"$75,000-$99,999",35 to 54 years,Bachelors degree,Man,35 to 54 years_Man
13248,1,125,20%,0,0,Alberta,"$75,000-$99,999",55 and over,Vocational/Trade/Technical School,Woman,55 and over_Woman
13277,0,250,10%,0,0,Manitoba,"$150,000 and over",35 to 54 years,Advanced degree,Woman,35 to 54 years_Woman
13284,0,250,10%,0,0,Manitoba,"$75,000-$99,999",35 to 54 years,Advanced degree,Man,35 to 54 years_Man
13289,1,125,20%,1,1,Alberta,"$150,000 and over",35 to 54 years,Some University/College,Man,35 to 54 years_Man
13290,1,50,10%,0,0,Alberta,"$50,000-$74,999",55 and over,High school or less,Woman,55 and over_Woman
13302,0,50,20%,1,0,Manitoba,"$50,000-$74,999",35 to 54 years,Some University/College,Man,35 to 54 years_Man
13318,0,50,20%,0,0,Manitoba,"$75,000-$99,999",55 and over,Some University/College,Man,55 and over_Man
13338,1,250,20%,1,0,Alberta,"$75,000-$99,999",35 to 54 years,Bachelors degree,Man,35 to 54 years_Man
13368,1,50,20%,0,1,Alberta,"$75,000-$99,999",35 to 54 years,Advanced degree,Man,35 to 54 years_Man
13369,1,125,20%,0,0,Manitoba,"$25,000-$49,999",55 and over,High school or less,Man,55 and over_Man
13375,1,430,20%,0,0,Alberta,Missing,55 and over,Bachelors degree,Man,55 and over_Man
13423,0,50,20%,1,0,Manitoba,Missing,55 and over,Some University/College,Woman,55 and over_Woman
13429,1,250,10%,0,0,Alberta,"$75,000-$99,999",35 to 54 years,Advanced degree,Man,35 to 54 years_Man
13438,1,250,10%,0,1,Manitoba,"$75,000-$99,999",55 and over,Bachelors degree,Man,55 and over_Man
13487,1,430,20%,1,1,Alberta,"$75,000-$99,999",55 and over,Some University/College,Man,55 and over_Man
13538,0,15,20%,0,0,Manitoba,Missing,35 to 54 years,Vocational/Trade/Technical School,Man,35 to 54 years_Man
13549,1,15,10%,0,0,Manitoba,"$25,000-$49,999",55 and over,High school or less,Woman,55 and over_Woman
13609,0,250,20%,0,0,Alberta,"$150,000 and over",35 to 54 years,Some University/College,Man,35 to 54 years_Man
13635,1,50,20%,0,1,Alberta,"$150,000 and over",18 to 34 years,Bachelors degree,Woman,18 to 34 years_Woman
13663,1,50,10%,0,1,Manitoba,"$125,000-$149,999",35 to 54 years,High school or less,Woman,35 to 54 years_Woman
13703,0,50,10%,0,0,Manitoba,"$75,000-$99,999",55 and over,High school or less,Woman,55 and over_Woman
13738,1,125,20%,0,1,Alberta,"$25,000-$49,999",35 to 54 years,Advanced degree,Woman,35 to 54 years_Woman
13748,1,15,20%,0,0,Alberta,"$50,000-$74,999",18 to 34 years,Some University/College,Woman,18 to 34 years_Woman
13753,1,15,20%,0,0,Alberta,"$100,000-$124,999",55 and over,Vocational/Trade/Technical School,Man,55 and over_Man
13755,1,125,10%,0,0,Alberta,"$75,000-$99,999",18 to 34 years,High school or less,Woman,18 to 34 years_Woman
13804,0,250,20%,1,0,Manitoba,"$0-$25,000",35 to 54 years,Some University/College,Man,35 to 54 years_Man
13818,1,250,20%,0,0,Manitoba,"$125,000-$149,999",55 and over,High school or less,Woman,55 and over_Woman
13827,0,50,20%,1,0,Manitoba,"$75,000-$99,999",55 and over,High school or less,Man,55 and over_Man
13831,1,250,20%,0,0,Manitoba,"$75,000-$99,999",55 and over,Advanced degree,Man,55 and over_Man
13852,1,125,10%,0,1,Alberta,Missing,35 to 54 years,Vocational/Trade/Technical School,Man,35 to 54 years_Man
13870,1,15,10%,0,0,Manitoba,"$125,000-$149,999",35 to 54 years,Vocational/Trade/Technical School,Man,35 to 54 years_Man
13912,0,430,20%,0,0,Manitoba,Missing,55 and over,Some University/College,Man,55 and over_Man
13914,1,250,10%,0,0,Manitoba,"$125,000-$149,999",55 and over,Bachelors degree,Man,55 and over_Man
13941,1,50,10%,0,1,Alberta,"$50,000-$74,999",35 to 54 years,High school or less,Man,35 to 54 years_Man
13995,1,15,10%,0,0,Manitoba,Missing,55 and over,Vocational/Trade/Technical School,Man,55 and over_Man
14004,1,15,20%,0,0,Alberta,Missing,35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
14009,1,250,20%,0,1,Manitoba,Missing,35 to 54 years,High school or less,Man,35 to 54 years_Man
14021,0,250,20%,1,0,Manitoba,"$75,000-$99,999",35 to 54 years,Advanced degree,Man,35 to 54 years_Man
14031,0,125,10%,0,0,Alberta,"$75,000-$99,999",35 to 54 years,High school or less,Woman,35 to 54 years_Woman
14047,1,865,20%,0,1,Manitoba,"$150,000 and over",35 to 54 years,Bachelors degree,Man,35 to 54 years_Man
14088,1,50,20%,0,0,Alberta,"$150,000 and over",55 and over,Vocational/Trade/Technical School,Man,55 and over_Man
14163,1,430,20%,1,1,Alberta,"$100,000-$124,999",35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
14189,0,125,10%,0,0,Manitoba,"$50,000-$74,999",55 and over,Bachelors degree,Woman,55 and over_Woman
14193,0,125,20%,1,0,Manitoba,"$75,000-$99,999",35 to 54 years,Vocational/Trade/Technical School,Woman,35 to 54 years_Woman
14328,1,125,10%,1,0,Alberta,"$150,000 and over",35 to 54 years,Advanced degree,Woman,35 to 54 years_Woman
14331,1,250,10%,1,1,Alberta,"$50,000-$74,999",18 to 34 years,Advanced degree,Man,18 to 34 years_Man
14339,1,50,10%,1,0,Manitoba,"$125,000-$149,999",55 and over,Vocational/Trade/Technical School,Woman,55 and over_Woman
14370,0,430,10%,1,0,Alberta,"$150,000 and over",18 to 34 years,Bachelors degree,Man,18 to 34 years_Man
14381,1,865,20%,0,1,Manitoba,"$75,000-$99,999",55 and over,Bachelors degree,Man,55 and over_Man
14392,1,15,10%,0,0,Alberta,"$125,000-$149,999",18 to 34 years,Advanced degree,Woman,18 to 34 years_Woman
14402,1,865,10%,0,0,Alberta,"$50,000-$74,999",35 to 54 years,Some University/College,Man,35 to 54 years_Man
14411,1,250,20%,0,0,Manitoba,"$25,000-$49,999",55 and over,Some University/College,Man,55 and over_Man
14418,1,50,20%,0,0,Alberta,"$125,000-$149,999",18 to 34 years,Vocational/Trade/Technical School,Man,18 to 34 years_Man
14422,1,50,10%,0,1,Alberta,"$100,000-$124,999",35 to 54 years,Advanced degree,Man,35 to 54 years_Man
14512,1,250,20%,0,0,Manitoba,"$125,000-$149,999",55 and over,High school or less,Man,55 and over_Man
14545,0,430,10%,1,0,Alberta,"$25,000-$49,999",55 and over,Some University/College,Woman,55 and over_Woman
14552,0,50,20%,1,0,Alberta,Missing,55 and over,Some University/College,Woman,55 and over_Woman
14584,1,430,10%,0,0,Alberta,"$125,000-$149,999",35 to 54 years,Vocational/Trade/Technical School,Woman,35 to 54 years_Woman
14593,1,865,20%,0,0,Alberta,Missing,35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
14615,0,125,10%,0,0,Manitoba,"$25,000-$49,999",35 to 54 years,Advanced degree,Man,35 to 54 years_Man
14622,1,125,20%,0,0,Manitoba,"$75,000-$99,999",55 and over,Bachelors degree,Woman,55 and over_Woman
14630,0,50,10%,0,0,Alberta,"$75,000-$99,999",18 to 34 years,Bachelors degree,Man,18 to 34 years_Man
14631,1,430,20%,0,0,Alberta,"$150,000 and over",35 to 54 years,Some University/College,Woman,35 to 54 years_Woman
14657,0,865,20%,0,0,Manitoba,"$100,000-$124,999",35 to 54 years,Bachelors degree,Man,35 to 54 years_Man
14664,1,430,10%,1,0,Alberta,"$75,000-$99,999",35 to 54 years,Vocational/Trade/Technical School,Woman,35 to 54 years_Woman
14724,1,15,20%,0,1,Alberta,"$75,000-$99,999",18 to 34 years,Some University/College,Woman,18 to 34 years_Woman
14793,0,865,10%,1,0,Manitoba,"$150,000 and over",35 to 54 years,Bachelors degree,Man,35 to 54 years_Man
14845,1,125,20%,0,0,Manitoba,"$100,000-$124,999",55 and over,Bachelors degree,Woman,55 and over_Woman
14895,0,50,10%,0,0,Alberta,"$50,000-$74,999",55 and over,Some University/College,Woman,55 and over_Woman
14934,1,430,20%,1,0,Alberta,"$100,000-$124,999",35 to 54 years,Bachelors degree,Man,35 to 54 years_Man
15010,1,430,10%,0,1,Manitoba,"$125,000-$149,999",55 and over,Advanced degree,Woman,55 and over_Woman
15023,1,125,10%,0,0,Alberta,"$75,000-$99,999",35 to 54 years,Bachelors degree,Man,35 to 54 years_Man
15086,1,15,10%,0,0,Manitoba,"$50,000-$74,999",18 to 34 years,Bachelors degree,Man,18 to 34 years_Man
15089,1,865,20%,1,0,Alberta,"$50,000-$74,999",55 and over,Advanced degree,Man,55 and over_Man
15098,0,125,20%,0,0,Alberta,"$75,000-$99,999",35 to 54 years,Advanced degree,Man,35 to 54 years_Man
15135,1,15,10%,0,0,Alberta,"$75,000-$99,999",55 and over,High school or less,Woman,55 and over_Woman
15140,0,430,20%,0,0,Alberta,Missing,35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
15147,0,865,10%,0,0,Manitoba,"$25,000-$49,999",35 to 54 years,Bachelors degree,Man,35 to 54 years_Man
15159,0,125,20%,0,0,Alberta,"$50,000-$74,999",35 to 54 years,Advanced degree,Man,35 to 54 years_Man
15166,1,125,20%,1,0,Alberta,"$150,000 and over",55 and over,High school or less,Woman,55 and over_Woman
15175,1,250,20%,0,0,Manitoba,"$100,000-$124,999",55 and over,Bachelors degree,Man,55 and over_Man
15209,1,15,20%,1,0,Manitoba,"$150,000 and over",35 to 54 years,Bachelors degree,Man,35 to 54 years_Man
15283,1,125,10%,0,0,Alberta,"$150,000 and over",35 to 54 years,Vocational/Trade/Technical School,Woman,35 to 54 years_Woman
15284,1,125,20%,0,0,Alberta,"$150,000 and over",35 to 54 years,Some University/College,Woman,35 to 54 years_Woman
15289,0,865,20%,0,0,Alberta,"$75,000-$99,999",18 to 34 years,Vocational/Trade/Technical School,Woman,18 to 34 years_Woman
15322,0,15,20%,0,0,Alberta,"$75,000-$99,999",35 to 54 years,Advanced degree,Man,35 to 54 years_Man
15326,1,15,10%,0,1,Alberta,"$75,000-$99,999",55 and over,Advanced degree,Woman,55 and over_Woman
15364,0,50,10%,0,0,Manitoba,Missing,55 and over,High school or less,Woman,55 and over_Woman
15367,1,125,10%,0,1,Manitoba,Missing,55 and over,Vocational/Trade/Technical School,Man,55 and over_Man
15380,0,250,10%,0,0,Alberta,"$75,000-$99,999",18 to 34 years,Some University/College,Woman,18 to 34 years_Woman
15382,0,430,20%,1,0,Alberta,"$75,000-$99,999",35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
15402,1,50,20%,0,0,Manitoba,"$150,000 and over",35 to 54 years,Some University/College,Man,35 to 54 years_Man
15473,1,250,20%,0,0,Manitoba,"$0-$25,000",35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
15499,1,430,20%,1,0,Alberta,Missing,55 and over,Vocational/Trade/Technical School,Woman,55 and over_Woman
15516,1,125,20%,0,0,Manitoba,"$75,000-$99,999",55 and over,Bachelors degree,Woman,55 and over_Woman
15519,1,125,10%,0,0,Alberta,"$100,000-$124,999",55 and over,High school or less,Woman,55 and over_Woman
15534,1,250,20%,1,0,Manitoba,"$125,000-$149,999",55 and over,Vocational/Trade/Technical School,Woman,55 and over_Woman
15541,1,15,20%,0,0,Manitoba,Missing,55 and over,Bachelors degree,Woman,55 and over_Woman
15584,1,865,10%,0,0,Manitoba,"$100,000-$124,999",35 to 54 years,Bachelors degree,Man,35 to 54 years_Man
15587,1,15,20%,0,1,Manitoba,"$125,000-$149,999",55 and over,Advanced degree,Man,55 and over_Man
15663,1,125,10%,1,1,Alberta,"$75,000-$99,999",35 to 54 years,Vocational/Trade/Technical School,Woman,35 to 54 years_Woman
15667,1,250,10%,1,0,Manitoba,"$75,000-$99,999",55 and over,Some University/College,Man,55 and over_Man
15677,0,50,10%,0,0,Alberta,"$75,000-$99,999",55 and over,Advanced degree,Man,55 and over_Man
15759,1,50,20%,0,1,Alberta,"$50,000-$74,999",55 and over,Some University/College,Woman,55 and over_Woman
15770,0,125,10%,0,0,Alberta,"$125,000-$149,999",35 to 54 years,Bachelors degree,Man,35 to 54 years_Man
15775,1,125,20%,0,0,Alberta,Missing,35 to 54 years,Advanced degree,Man,35 to 54 years_Man
15779,0,430,20%,1,0,Alberta,"$125,000-$149,999",18 to 34 years,Bachelors degree,Man,18 to 34 years_Man
15837,0,250,20%,1,0,Manitoba,"$75,000-$99,999",35 to 54 years,Bachelors degree,Man,35 to 54 years_Man
15858,0,125,20%,1,0,Alberta,Missing,35 to 54 years,Vocational/Trade/Technical School,Man,35 to 54 years_Man
15860,1,865,10%,0,0,Alberta,"$100,000-$124,999",55 and over,Bachelors degree,Woman,55 and over_Woman
15861,1,125,10%,0,0,Manitoba,Missing,35 to 54 years,High school or less,Man,35 to 54 years_Man
