id,choice,sturgeon_1,sturgeon_2,sturgeon_3,waterfowl_1,waterfowl_2,waterfowl_3,muskrat_1,muskrat_2,muskrat_3,habitat_1,habitat_2,habitat_3,cost_1,cost_2,cost_3,vote_rw,province,gender,age_group,income_group,education_group,rw_vote,age_gender
12328,1,35,60,10,25,15,75,5,70,5,45,30,85,0,130,50,0,Quebec,Woman,35 to 44 years,"$70,000-$89,999",Vocational/Trade/Technical School,0.214,35 to 44 years_Woman
12328,1,35,35,60,25,25,50,5,5,40,45,85,45,0,25,345,0,Quebec,Woman,35 to 44 years,"$70,000-$89,999",Vocational/Trade/Technical School,0.214,35 to 44 years_Woman
12338,2,35,35,35,25,15,85,5,20,40,45,85,30,0,85,130,0,Ontario,Man,18 to 34 years,"$90,000-$149,999",Advanced degree,0.403,18 to 34 years_Man
12338,3,35,100,35,25,85,50,5,70,5,45,30,85,0,25,50,0,Ontario,Man,18 to 34 years,"$90,000-$149,999",Advanced degree,0.403,18 to 34 years_Man
12338,2,35,35,100,25,85,25,5,70,20,45,85,45,0,25,345,0,Ontario,Man,18 to 34 years,"$90,000-$149,999",Advanced degree,0.403,18 to 34 years_Man
12338,2,35,60,10,25,85,25,5,5,70,45,60,45,0,85,215,0,Ontario,Man,18 to 34 years,"$90,000-$149,999",Advanced degree,0.403,18 to 34 years_Man
12338,2,35,100,35,25,25,85,5,70,5,45,85,30,0,25,85,0,Ontario,Man,18 to 34 years,"$90,000-$149,999",Advanced degree,0.403,18 to 34 years_Man
12338,1,35,100,10,25,85,50,5,20,40,45,85,45,0,215,130,0,Ontario,Man,18 to 34 years,"$90,000-$149,999",Advanced degree,0.403,18 to 34 years_Man
12422,3,35,100,10,25,15,75,5,70,20,45,30,85,0,215,50,0,Ontario,Man,65 and over,"$90,000-$149,999",Bachelors degree,0.403,65 and over_Man
12422,2,35,100,10,25,50,25,5,5,70,45,30,85,0,130,50,0,Ontario,Man,65 and over,"$90,000-$149,999",Bachelors degree,0.403,65 and over_Man
12422,2,35,100,10,25,75,25,5,5,70,45,30,60,0,50,130,0,Ontario,Man,65 and over,"$90,000-$149,999",Bachelors degree,0.403,65 and over_Man
12422,3,35,60,60,25,25,75,5,70,5,45,85,30,0,215,50,0,Ontario,Man,65 and over,"$90,000-$149,999",Bachelors degree,0.403,65 and over_Man
12422,3,35,100,10,25,85,25,5,40,20,45,60,45,0,345,130,0,Ontario,Man,65 and over,"$90,000-$149,999",Bachelors degree,0.403,65 and over_Man
12422,2,35,60,60,25,85,15,5,40,40,45,60,45,0,345,25,0,Ontario,Man,65 and over,"$90,000-$149,999",Bachelors degree,0.403,65 and over_Man
12505,3,35,60,60,25,75,50,5,5,70,45,85,30,0,50,215,1,Ontario,Man,18 to 34 years,"$150,000 and over",Some University/College,0.403,18 to 34 years_Man
12505,2,35,60,100,25,25,75,5,20,70,45,85,30,0,215,85,1,Ontario,Man,18 to 34 years,"$150,000 and over",Some University/College,0.403,18 to 34 years_Man
12505,3,35,10,60,25,85,25,5,70,20,45,85,45,0,85,130,1,Ontario,Man,18 to 34 years,"$150,000 and over",Some University/College,0.403,18 to 34 years_Man
12505,3,35,100,35,25,50,50,5,20,70,45,30,85,0,25,345,1,Ontario,Man,18 to 34 years,"$150,000 and over",Some University/College,0.403,18 to 34 years_Man
12505,2,35,100,10,25,15,75,5,70,5,45,60,60,0,130,130,1,Ontario,Man,18 to 34 years,"$150,000 and over",Some University/College,0.403,18 to 34 years_Man
12505,3,35,35,10,25,25,15,5,20,20,45,60,45,0,345,215,1,Ontario,Man,18 to 34 years,"$150,000 and over",Some University/College,0.403,18 to 34 years_Man
12574,2,35,10,100,25,85,15,5,5,70,45,30,85,0,130,215,0,Quebec,Man,65 and over,"$30,000-$49,999",High school or less,0.214,65 and over_Man
12574,2,35,35,100,25,15,85,5,20,40,45,30,85,0,25,215,0,Quebec,Man,65 and over,"$30,000-$49,999",High school or less,0.214,65 and over_Man
12574,3,35,10,100,25,75,15,5,40,20,45,30,85,0,130,50,0,Quebec,Man,65 and over,"$30,000-$49,999",High school or less,0.214,65 and over_Man
12574,2,35,10,35,25,15,75,5,5,40,45,60,30,0,50,345,0,Quebec,Man,65 and over,"$30,000-$49,999",High school or less,0.214,65 and over_Man
12574,2,35,100,10,25,50,50,5,5,40,45,85,30,0,85,215,0,Quebec,Man,65 and over,"$30,000-$49,999",High school or less,0.214,65 and over_Man
12574,3,35,35,100,25,50,75,5,40,5,45,45,45,0,215,25,0,Quebec,Man,65 and over,"$30,000-$49,999",High school or less,0.214,65 and over_Man
12807,3,35,35,60,25,75,15,5,40,5,45,30,60,0,345,85,0,British Columbia,Man,55 to 64 years,"$150,000 and over",Some University/College,0.38,55 to 64 years_Man
12807,2,35,100,10,25,15,85,5,5,70,45,45,85,0,85,85,0,British Columbia,Man,55 to 64 years,"$150,000 and over",Some University/College,0.38,55 to 64 years_Man
12807,3,35,60,10,25,15,75,5,5,70,45,60,45,0,215,25,0,British Columbia,Man,55 to 64 years,"$150,000 and over",Some University/College,0.38,55 to 64 years_Man
12807,2,35,35,100,25,15,85,5,20,70,45,85,45,0,130,130,0,British Columbia,Man,55 to 64 years,"$150,000 and over",Some University/College,0.38,55 to 64 years_Man
12807,2,35,35,100,25,75,25,5,5,70,45,60,45,0,215,50,0,British Columbia,Man,55 to 64 years,"$150,000 and over",Some University/College,0.38,55 to 64 years_Man
12807,3,35,60,35,25,15,85,5,20,70,45,30,85,0,215,50,0,British Columbia,Man,55 to 64 years,"$150,000 and over",Some University/College,0.38,55 to 64 years_Man
12823,1,35,60,60,25,50,75,5,70,5,45,30,85,0,215,50,0,British Columbia,Woman,18 to 34 years,"$50,000-$69,999",Bachelors degree,0.38,18 to 34 years_Woman
12823,1,35,60,100,25,25,75,5,20,70,45,85,30,0,215,85,0,British Columbia,Woman,18 to 34 years,"$50,000-$69,999",Bachelors degree,0.38,18 to 34 years_Woman
12823,1,35,10,60,25,85,25,5,70,20,45,85,45,0,85,130,0,British Columbia,Woman,18 to 34 years,"$50,000-$69,999",Bachelors degree,0.38,18 to 34 years_Woman
12823,1,35,35,100,25,50,50,5,70,20,45,85,30,0,345,25,0,British Columbia,Woman,18 to 34 years,"$50,000-$69,999",Bachelors degree,0.38,18 to 34 years_Woman
12823,1,35,10,100,25,75,15,5,5,70,45,60,60,0,130,130,0,British Columbia,Woman,18 to 34 years,"$50,000-$69,999",Bachelors degree,0.38,18 to 34 years_Woman
12823,1,35,10,35,25,15,25,5,20,20,45,45,60,0,215,345,0,British Columbia,Woman,18 to 34 years,"$50,000-$69,999",Bachelors degree,0.38,18 to 34 years_Woman
12892,1,35,100,35,25,15,85,5,70,5,45,85,45,0,85,130,0,Ontario,Man,55 to 64 years,"$70,000-$89,999",Vocational/Trade/Technical School,0.403,55 to 64 years_Man
12892,1,35,60,60,25,15,85,5,40,40,45,85,30,0,50,345,0,Ontario,Man,55 to 64 years,"$70,000-$89,999",Vocational/Trade/Technical School,0.403,55 to 64 years_Man
12892,1,35,35,100,25,50,75,5,70,20,45,85,30,0,215,25,0,Ontario,Man,55 to 64 years,"$70,000-$89,999",Vocational/Trade/Technical School,0.403,55 to 64 years_Man
12892,1,35,60,10,25,75,15,5,70,20,45,45,60,0,345,25,0,Ontario,Man,55 to 64 years,"$70,000-$89,999",Vocational/Trade/Technical School,0.403,55 to 64 years_Man
12892,1,35,10,60,25,75,15,5,5,70,45,85,30,0,50,130,0,Ontario,Man,55 to 64 years,"$70,000-$89,999",Vocational/Trade/Technical School,0.403,55 to 64 years_Man
12892,1,35,60,35,25,50,25,5,40,5,45,45,85,0,345,25,0,Ontario,Man,55 to 64 years,"$70,000-$89,999",Vocational/Trade/Technical School,0.403,55 to 64 years_Man
13048,1,35,10,60,25,85,25,5,70,5,45,30,85,0,50,85,0,Quebec,Man,45 to 54 years,"$70,000-$89,999",High school or less,0.214,45 to 54 years_Man
13048,1,35,10,100,25,75,15,5,70,5,45,85,30,0,130,85,0,Quebec,Man,45 to 54 years,"$70,000-$89,999",High school or less,0.214,45 to 54 years_Man
13048,1,35,10,100,25,25,85,5,70,20,45,30,60,0,50,345,0,Quebec,Man,45 to 54 years,"$70,000-$89,999",High school or less,0.214,45 to 54 years_Man
13048,1,35,35,60,25,50,85,5,40,5,45,45,85,0,215,50,0,Quebec,Man,45 to 54 years,"$70,000-$89,999",High school or less,0.214,45 to 54 years_Man
13048,1,35,35,35,25,50,25,5,20,70,45,60,60,0,345,85,0,Quebec,Man,45 to 54 years,"$70,000-$89,999",High school or less,0.214,45 to 54 years_Man
13048,1,35,100,35,25,75,50,5,5,40,45,30,60,0,50,345,0,Quebec,Man,45 to 54 years,"$70,000-$89,999",High school or less,0.214,45 to 54 years_Man
13055,1,35,10,100,25,25,85,5,70,20,45,45,60,0,50,345,0,Ontario,Woman,35 to 44 years,"$150,000 and over",Advanced degree,0.403,35 to 44 years_Woman
13055,2,35,10,100,25,75,50,5,5,70,45,85,30,0,130,130,0,Ontario,Woman,35 to 44 years,"$150,000 and over",Advanced degree,0.403,35 to 44 years_Woman
13055,1,35,10,100,25,50,15,5,20,40,45,30,60,0,25,345,0,Ontario,Woman,35 to 44 years,"$150,000 and over",Advanced degree,0.403,35 to 44 years_Woman
13055,3,35,10,100,25,25,85,5,40,40,45,60,45,0,215,85,0,Ontario,Woman,35 to 44 years,"$150,000 and over",Advanced degree,0.403,35 to 44 years_Woman
13055,3,35,10,100,25,85,15,5,20,20,45,85,30,0,215,50,0,Ontario,Woman,35 to 44 years,"$150,000 and over",Advanced degree,0.403,35 to 44 years_Woman
13055,2,35,35,100,25,75,50,5,70,5,45,30,85,0,85,215,0,Ontario,Woman,35 to 44 years,"$150,000 and over",Advanced degree,0.403,35 to 44 years_Woman
13063,2,35,60,60,25,75,50,5,5,70,45,85,30,0,50,215,0,Ontario,Man,45 to 54 years,Missing,Some University/College,0.403,45 to 54 years_Man
13063,2,35,100,60,25,75,25,5,70,20,45,30,85,0,85,215,0,Ontario,Man,45 to 54 years,Missing,Some University/College,0.403,45 to 54 years_Man
13063,2,35,10,60,25,85,25,5,70,20,45,85,45,0,85,130,0,Ontario,Man,45 to 54 years,Missing,Some University/College,0.403,45 to 54 years_Man
13063,3,35,35,100,25,50,50,5,70,20,45,85,30,0,345,25,0,Ontario,Man,45 to 54 years,Missing,Some University/College,0.403,45 to 54 years_Man
13063,3,35,10,100,25,75,15,5,5,70,45,60,60,0,130,130,0,Ontario,Man,45 to 54 years,Missing,Some University/College,0.403,45 to 54 years_Man
13063,1,35,35,10,25,25,15,5,20,20,45,60,45,0,345,215,0,Ontario,Man,45 to 54 years,Missing,Some University/College,0.403,45 to 54 years_Man
13377,2,35,60,60,25,75,50,5,5,70,45,85,30,0,50,215,0,Quebec,Woman,18 to 34 years,"$50,000-$69,999",Vocational/Trade/Technical School,0.214,18 to 34 years_Woman
13377,1,35,60,100,25,25,75,5,20,70,45,85,30,0,215,85,0,Quebec,Woman,18 to 34 years,"$50,000-$69,999",Vocational/Trade/Technical School,0.214,18 to 34 years_Woman
13377,2,35,10,60,25,85,25,5,70,20,45,85,45,0,85,130,0,Quebec,Woman,18 to 34 years,"$50,000-$69,999",Vocational/Trade/Technical School,0.214,18 to 34 years_Woman
13377,2,35,100,35,25,50,50,5,20,70,45,30,85,0,25,345,0,Quebec,Woman,18 to 34 years,"$50,000-$69,999",Vocational/Trade/Technical School,0.214,18 to 34 years_Woman
13377,1,35,100,10,25,15,75,5,70,5,45,60,60,0,130,130,0,Quebec,Woman,18 to 34 years,"$50,000-$69,999",Vocational/Trade/Technical School,0.214,18 to 34 years_Woman
13377,1,35,35,10,25,25,15,5,20,20,45,60,45,0,345,215,0,Quebec,Woman,18 to 34 years,"$50,000-$69,999",Vocational/Trade/Technical School,0.214,18 to 34 years_Woman
13383,3,35,100,10,25,15,75,5,70,20,45,30,85,0,215,50,0,Ontario,Woman,18 to 34 years,Missing,Advanced degree,0.403,18 to 34 years_Woman
13383,2,35,100,10,25,50,25,5,5,70,45,30,85,0,130,50,0,Ontario,Woman,18 to 34 years,Missing,Advanced degree,0.403,18 to 34 years_Woman
13383,3,35,100,10,25,75,25,5,5,70,45,30,60,0,50,130,0,Ontario,Woman,18 to 34 years,Missing,Advanced degree,0.403,18 to 34 years_Woman
13383,2,35,60,60,25,75,25,5,5,70,45,30,85,0,50,215,0,Ontario,Woman,18 to 34 years,Missing,Advanced degree,0.403,18 to 34 years_Woman
13383,2,35,10,100,25,25,85,5,20,40,45,45,60,0,130,345,0,Ontario,Woman,18 to 34 years,Missing,Advanced degree,0.403,18 to 34 years_Woman
13383,3,35,60,60,25,85,15,5,40,40,45,60,45,0,345,25,0,Ontario,Woman,18 to 34 years,Missing,Advanced degree,0.403,18 to 34 years_Woman
13448,1,35,100,10,25,85,25,5,20,70,45,60,45,0,345,50,1,Quebec,Man,45 to 54 years,Missing,Advanced degree,0.214,45 to 54 years_Man
13448,1,35,100,10,25,50,75,5,70,5,45,30,85,0,130,130,1,Quebec,Man,45 to 54 years,Missing,Advanced degree,0.214,45 to 54 years_Man
13448,1,35,10,100,25,50,15,5,20,40,45,30,60,0,25,345,1,Quebec,Man,45 to 54 years,Missing,Advanced degree,0.214,45 to 54 years_Man
13448,1,35,100,10,25,85,25,5,40,40,45,45,60,0,85,215,1,Quebec,Man,45 to 54 years,Missing,Advanced degree,0.214,45 to 54 years_Man
13448,1,35,10,100,25,85,15,5,20,20,45,85,30,0,215,50,1,Quebec,Man,45 to 54 years,Missing,Advanced degree,0.214,45 to 54 years_Man
13448,1,35,35,100,25,75,50,5,70,5,45,30,85,0,85,215,1,Quebec,Man,45 to 54 years,Missing,Advanced degree,0.214,45 to 54 years_Man
13461,3,35,35,35,25,85,15,5,40,20,45,30,85,0,130,85,0,British Columbia,Woman,35 to 44 years,"$150,000 and over",Bachelors degree,0.38,35 to 44 years_Woman
13461,2,35,100,35,25,85,50,5,70,5,45,30,85,0,25,50,0,British Columbia,Woman,35 to 44 years,"$150,000 and over",Bachelors degree,0.38,35 to 44 years_Woman
13461,3,35,100,35,25,25,85,5,20,70,45,45,85,0,345,25,0,British Columbia,Woman,35 to 44 years,"$150,000 and over",Bachelors degree,0.38,35 to 44 years_Woman
13461,2,35,10,60,25,25,85,5,70,5,45,45,60,0,215,85,0,British Columbia,Woman,35 to 44 years,"$150,000 and over",Bachelors degree,0.38,35 to 44 years_Woman
13461,2,35,100,35,25,25,85,5,70,5,45,85,30,0,25,85,0,British Columbia,Woman,35 to 44 years,"$150,000 and over",Bachelors degree,0.38,35 to 44 years_Woman
13461,2,35,100,10,25,85,50,5,20,40,45,85,45,0,215,130,0,British Columbia,Woman,35 to 44 years,"$150,000 and over",Bachelors degree,0.38,35 to 44 years_Woman
13532,3,35,100,10,25,15,75,5,70,20,45,30,85,0,215,50,0,Quebec,Woman,65 and over,"$30,000-$49,999",High school or less,0.214,65 and over_Woman
13532,3,35,10,100,25,25,50,5,70,5,45,85,30,0,50,130,0,Quebec,Woman,65 and over,"$30,000-$49,999",High school or less,0.214,65 and over_Woman
13532,3,35,100,10,25,75,25,5,5,70,45,30,60,0,50,130,0,Quebec,Woman,65 and over,"$30,000-$49,999",High school or less,0.214,65 and over_Woman
13532,2,35,60,60,25,25,75,5,70,5,45,85,30,0,215,50,0,Quebec,Woman,65 and over,"$30,000-$49,999",High school or less,0.214,65 and over_Woman
13532,3,35,10,100,25,25,85,5,20,40,45,45,60,0,130,345,0,Quebec,Woman,65 and over,"$30,000-$49,999",High school or less,0.214,65 and over_Woman
13532,3,35,60,60,25,15,85,5,40,40,45,45,60,0,25,345,0,Quebec,Woman,65 and over,"$30,000-$49,999",High school or less,0.214,65 and over_Woman
13536,2,35,60,10,25,25,85,5,5,70,45,85,30,0,85,50,0,Ontario,Woman,35 to 44 years,"$90,000-$149,999",Bachelors degree,0.403,35 to 44 years_Woman
13536,1,35,100,10,25,15,75,5,5,70,45,30,85,0,85,130,0,Ontario,Woman,35 to 44 years,"$90,000-$149,999",Bachelors degree,0.403,35 to 44 years_Woman
13536,1,35,100,10,25,85,25,5,20,70,45,60,30,0,345,50,0,Ontario,Woman,35 to 44 years,"$90,000-$149,999",Bachelors degree,0.403,35 to 44 years_Woman
13536,3,35,35,60,25,50,85,5,40,5,45,45,85,0,215,50,0,Ontario,Woman,35 to 44 years,"$90,000-$149,999",Bachelors degree,0.403,35 to 44 years_Woman
13536,1,35,35,35,25,25,50,5,70,20,45,60,60,0,85,345,0,Ontario,Woman,35 to 44 years,"$90,000-$149,999",Bachelors degree,0.403,35 to 44 years_Woman
13536,2,35,100,35,25,75,50,5,5,40,45,30,60,0,50,345,0,Ontario,Woman,35 to 44 years,"$90,000-$149,999",Bachelors degree,0.403,35 to 44 years_Woman
13710,2,35,60,60,25,75,50,5,5,70,45,85,30,0,50,215,0,Ontario,Man,55 to 64 years,"$0-$29,999",Vocational/Trade/Technical School,0.403,55 to 64 years_Man
13710,2,35,100,60,25,75,25,5,70,20,45,30,85,0,85,215,0,Ontario,Man,55 to 64 years,"$0-$29,999",Vocational/Trade/Technical School,0.403,55 to 64 years_Man
13710,2,35,10,60,25,85,25,5,70,20,45,85,45,0,85,130,0,Ontario,Man,55 to 64 years,"$0-$29,999",Vocational/Trade/Technical School,0.403,55 to 64 years_Man
13710,3,35,35,100,25,50,50,5,70,20,45,85,30,0,345,25,0,Ontario,Man,55 to 64 years,"$0-$29,999",Vocational/Trade/Technical School,0.403,55 to 64 years_Man
13710,1,35,10,100,25,75,15,5,5,70,45,60,60,0,130,130,0,Ontario,Man,55 to 64 years,"$0-$29,999",Vocational/Trade/Technical School,0.403,55 to 64 years_Man
13710,1,35,35,10,25,25,15,5,20,20,45,60,45,0,345,215,0,Ontario,Man,55 to 64 years,"$0-$29,999",Vocational/Trade/Technical School,0.403,55 to 64 years_Man
13763,3,35,100,35,25,15,85,5,70,5,45,85,45,0,85,130,0,Quebec,Man,65 and over,"$30,000-$49,999",High school or less,0.214,65 and over_Man
13763,2,35,60,60,25,15,85,5,40,40,45,85,30,0,50,345,0,Quebec,Man,65 and over,"$30,000-$49,999",High school or less,0.214,65 and over_Man
13763,3,35,35,100,25,50,75,5,70,20,45,85,30,0,215,25,0,Quebec,Man,65 and over,"$30,000-$49,999",High school or less,0.214,65 and over_Man
13763,2,35,60,10,25,75,15,5,70,20,45,45,60,0,345,25,0,Quebec,Man,65 and over,"$30,000-$49,999",High school or less,0.214,65 and over_Man
13763,2,35,10,60,25,75,15,5,5,70,45,85,30,0,50,130,0,Quebec,Man,65 and over,"$30,000-$49,999",High school or less,0.214,65 and over_Man
13763,1,35,60,35,25,50,25,5,40,5,45,45,85,0,345,25,0,Quebec,Man,65 and over,"$30,000-$49,999",High school or less,0.214,65 and over_Man
13872,1,35,100,60,25,25,75,5,70,5,45,85,30,0,345,50,0,Quebec,Woman,55 to 64 years,Missing,Some University/College,0.214,55 to 64 years_Woman
13872,2,35,100,10,25,50,50,5,5,70,45,85,45,0,345,25,0,Quebec,Woman,55 to 64 years,Missing,Some University/College,0.214,55 to 64 years_Woman
13872,2,35,100,10,25,25,75,5,5,70,45,45,60,0,25,25,0,Quebec,Woman,55 to 64 years,Missing,Some University/College,0.214,55 to 64 years_Woman
13872,3,35,35,60,25,85,25,5,40,40,45,60,60,0,25,345,0,Quebec,Woman,55 to 64 years,Missing,Some University/College,0.214,55 to 64 years_Woman
13872,1,35,10,100,25,85,15,5,5,70,45,60,30,0,85,25,0,Quebec,Woman,55 to 64 years,Missing,Some University/College,0.214,55 to 64 years_Woman
13872,2,35,60,10,25,25,50,5,40,20,45,45,85,0,345,25,0,Quebec,Woman,55 to 64 years,Missing,Some University/College,0.214,55 to 64 years_Woman
13934,2,35,60,100,25,75,25,5,5,70,45,30,85,0,50,345,0,Quebec,Man,65 and over,"$70,000-$89,999",Vocational/Trade/Technical School,0.214,65 and over_Man
13934,3,35,10,100,25,50,50,5,70,5,45,45,85,0,25,345,0,Quebec,Man,65 and over,"$70,000-$89,999",Vocational/Trade/Technical School,0.214,65 and over_Man
13934,2,35,100,10,25,25,75,5,5,70,45,45,60,0,25,25,0,Quebec,Man,65 and over,"$70,000-$89,999",Vocational/Trade/Technical School,0.214,65 and over_Man
13934,1,35,35,60,25,85,25,5,40,40,45,60,60,0,25,345,0,Quebec,Man,65 and over,"$70,000-$89,999",Vocational/Trade/Technical School,0.214,65 and over_Man
13934,1,35,100,10,25,15,85,5,70,5,45,30,60,0,25,85,0,Quebec,Man,65 and over,"$70,000-$89,999",Vocational/Trade/Technical School,0.214,65 and over_Man
13934,1,35,60,10,25,25,50,5,40,20,45,45,85,0,345,25,0,Quebec,Man,65 and over,"$70,000-$89,999",Vocational/Trade/Technical School,0.214,65 and over_Man
13943,3,35,10,100,25,25,85,5,70,20,45,45,60,0,50,345,0,Ontario,Man,45 to 54 years,"$30,000-$49,999",Vocational/Trade/Technical School,0.403,45 to 54 years_Man
13943,2,35,100,10,25,50,75,5,70,5,45,30,85,0,130,130,0,Ontario,Man,45 to 54 years,"$30,000-$49,999",Vocational/Trade/Technical School,0.403,45 to 54 years_Man
13943,3,35,100,10,25,15,50,5,40,20,45,60,30,0,345,25,0,Ontario,Man,45 to 54 years,"$30,000-$49,999",Vocational/Trade/Technical School,0.403,45 to 54 years_Man
13943,3,35,10,100,25,25,85,5,40,40,45,60,45,0,215,85,0,Ontario,Man,45 to 54 years,"$30,000-$49,999",Vocational/Trade/Technical School,0.403,45 to 54 years_Man
13943,2,35,100,10,25,15,85,5,20,20,45,30,85,0,50,215,0,Ontario,Man,45 to 54 years,"$30,000-$49,999",Vocational/Trade/Technical School,0.403,45 to 54 years_Man
13943,2,35,35,100,25,75,50,5,70,5,45,30,85,0,85,215,0,Ontario,Man,45 to 54 years,"$30,000-$49,999",Vocational/Trade/Technical School,0.403,45 to 54 years_Man
14022,2,35,35,100,25,85,15,5,5,70,45,45,85,0,130,85,0,Ontario,Man,45 to 54 years,"$90,000-$149,999",Bachelors degree,0.403,45 to 54 years_Man
14022,2,35,60,60,25,15,85,5,40,40,45,85,30,0,50,345,0,Ontario,Man,45 to 54 years,"$90,000-$149,999",Bachelors degree,0.403,45 to 54 years_Man
14022,2,35,100,35,25,75,50,5,20,70,45,30,85,0,25,215,0,Ontario,Man,45 to 54 years,"$90,000-$149,999",Bachelors degree,0.403,45 to 54 years_Man
14022,2,35,60,10,25,75,15,5,70,20,45,45,60,0,345,25,0,Ontario,Man,45 to 54 years,"$90,000-$149,999",Bachelors degree,0.403,45 to 54 years_Man
14022,2,35,10,60,25,75,15,5,5,70,45,85,30,0,50,130,0,Ontario,Man,45 to 54 years,"$90,000-$149,999",Bachelors degree,0.403,45 to 54 years_Man
14022,2,35,35,60,25,25,50,5,5,40,45,85,45,0,25,345,0,Ontario,Man,45 to 54 years,"$90,000-$149,999",Bachelors degree,0.403,45 to 54 years_Man
14111,3,35,60,60,25,50,75,5,70,5,45,30,85,0,215,50,0,British Columbia,Man,65 and over,"$70,000-$89,999",High school or less,0.38,65 and over_Man
14111,3,35,60,100,25,25,75,5,20,70,45,85,30,0,215,85,0,British Columbia,Man,65 and over,"$70,000-$89,999",High school or less,0.38,65 and over_Man
14111,3,35,60,10,25,25,85,5,20,70,45,45,85,0,130,85,0,British Columbia,Man,65 and over,"$70,000-$89,999",High school or less,0.38,65 and over_Man
14111,3,35,35,100,25,50,50,5,70,20,45,85,30,0,345,25,0,British Columbia,Man,65 and over,"$70,000-$89,999",High school or less,0.38,65 and over_Man
14111,3,35,10,100,25,75,15,5,5,70,45,60,60,0,130,130,0,British Columbia,Man,65 and over,"$70,000-$89,999",High school or less,0.38,65 and over_Man
14111,2,35,35,10,25,25,15,5,20,20,45,60,45,0,345,215,0,British Columbia,Man,65 and over,"$70,000-$89,999",High school or less,0.38,65 and over_Man
14342,1,35,100,35,25,15,85,5,20,70,45,45,85,0,85,85,0,Manitoba,Man,45 to 54 years,"$70,000-$89,999",Bachelors degree,0.468,45 to 54 years_Man
14342,1,35,100,10,25,85,15,5,20,20,45,85,45,0,345,25,0,Manitoba,Man,45 to 54 years,"$70,000-$89,999",Bachelors degree,0.468,45 to 54 years_Man
14342,1,35,60,60,25,85,25,5,40,40,45,30,85,0,345,50,0,Manitoba,Man,45 to 54 years,"$70,000-$89,999",Bachelors degree,0.468,45 to 54 years_Man
14342,1,35,35,60,25,75,15,5,5,70,45,85,30,0,85,345,0,Manitoba,Man,45 to 54 years,"$70,000-$89,999",Bachelors degree,0.468,45 to 54 years_Man
14342,1,35,35,100,25,75,75,5,5,70,45,30,85,0,25,345,0,Manitoba,Man,45 to 54 years,"$70,000-$89,999",Bachelors degree,0.468,45 to 54 years_Man
14342,1,35,60,100,25,15,85,5,5,70,45,45,60,0,25,345,0,Manitoba,Man,45 to 54 years,"$70,000-$89,999",Bachelors degree,0.468,45 to 54 years_Man
14395,1,35,35,100,25,85,15,5,5,70,45,45,85,0,130,85,0,Quebec,Man,55 to 64 years,"$0-$29,999",High school or less,0.214,55 to 64 years_Man
14395,1,35,60,60,25,85,15,5,40,40,45,30,85,0,345,50,0,Quebec,Man,55 to 64 years,"$0-$29,999",High school or less,0.214,55 to 64 years_Man
14395,1,35,100,35,25,75,50,5,20,70,45,30,85,0,25,215,0,Quebec,Man,55 to 64 years,"$0-$29,999",High school or less,0.214,55 to 64 years_Man
14395,1,35,10,60,25,15,75,5,20,70,45,60,45,0,25,345,0,Quebec,Man,55 to 64 years,"$0-$29,999",High school or less,0.214,55 to 64 years_Man
14395,1,35,10,60,25,75,15,5,5,70,45,85,30,0,50,130,0,Quebec,Man,55 to 64 years,"$0-$29,999",High school or less,0.214,55 to 64 years_Man
14395,1,35,60,35,25,50,25,5,40,5,45,45,85,0,345,25,0,Quebec,Man,55 to 64 years,"$0-$29,999",High school or less,0.214,55 to 64 years_Man
14506,1,35,100,35,25,15,85,5,70,5,45,85,45,0,85,130,0,British Columbia,Woman,18 to 34 years,Missing,Bachelors degree,0.38,18 to 34 years_Woman
14506,3,35,60,60,25,85,15,5,40,40,45,30,85,0,345,50,0,British Columbia,Woman,18 to 34 years,Missing,Bachelors degree,0.38,18 to 34 years_Woman
14506,1,35,35,100,25,50,75,5,70,20,45,85,30,0,215,25,0,British Columbia,Woman,18 to 34 years,Missing,Bachelors degree,0.38,18 to 34 years_Woman
14506,1,35,10,60,25,15,75,5,20,70,45,60,45,0,25,345,0,British Columbia,Woman,18 to 34 years,Missing,Bachelors degree,0.38,18 to 34 years_Woman
14506,1,35,60,10,25,15,75,5,70,5,45,30,85,0,130,50,0,British Columbia,Woman,18 to 34 years,Missing,Bachelors degree,0.38,18 to 34 years_Woman
14506,2,35,35,60,25,25,50,5,5,40,45,85,45,0,25,345,0,British Columbia,Woman,18 to 34 years,Missing,Bachelors degree,0.38,18 to 34 years_Woman
14564,1,35,60,60,25,75,50,5,5,70,45,85,30,0,50,215,0,Quebec,Woman,65 and over,"$0-$29,999",Vocational/Trade/Technical School,0.214,65 and over_Woman
14564,1,35,100,60,25,75,25,5,70,20,45,30,85,0,85,215,0,Quebec,Woman,65 and over,"$0-$29,999",Vocational/Trade/Technical School,0.214,65 and over_Woman
14564,1,35,60,10,25,25,85,5,20,70,45,45,85,0,130,85,0,Quebec,Woman,65 and over,"$0-$29,999",Vocational/Trade/Technical School,0.214,65 and over_Woman
14564,1,35,35,100,25,50,50,5,70,20,45,85,30,0,345,25,0,Quebec,Woman,65 and over,"$0-$29,999",Vocational/Trade/Technical School,0.214,65 and over_Woman
14564,1,35,100,10,25,15,75,5,70,5,45,60,60,0,130,130,0,Quebec,Woman,65 and over,"$0-$29,999",Vocational/Trade/Technical School,0.214,65 and over_Woman
